#{"t_start": 1765485339.7624934, "env_id": "None"}
r,l,t
298.4,100,4.208684
283.4,100,4.934525
299.2,96,5.622087
313.8,98,6.254943
288.6,74,6.864554
317.4,80,7.399353
285.0,92,7.959942
299.6,94,8.568672
299.0,97,9.2258
329.2,96,9.837915
