#{"t_start": 1765485339.7486575, "env_id": "None"}
r,l,t
298.8,98,4.204052
299.4,95,4.874333
315.8,88,5.530185
268.6,99,6.168843
328.8,98,6.961563
313.8,98,7.586515
284.2,96,8.175768
314.8,93,8.804868
298.6,99,9.467035
299.6,94,10.064253
