#{"t_start": 1765485339.7225618, "env_id": "None"}
r,l,t
298.8,98,4.228139
298.8,98,4.922432
298.4,100,5.662019
302.0,82,6.182047
314.4,95,6.955192
299.6,94,7.547361
316.4,85,8.081374
313.4,100,8.73235
283.6,99,9.408067
299.4,95,10.000667
