#{"t_start": 1765485339.7466447, "env_id": "None"}
r,l,t
313.6,99,4.213809
301.4,85,4.816322
299.2,96,5.52479
313.8,98,6.15949
313.4,100,6.963575
314.8,93,7.551886
299.8,93,8.129677
314.6,94,8.752157
298.8,98,9.421419
299.8,93,9.997041
