#{"t_start": 1765485339.7298157, "env_id": "None"}
r,l,t
284.6,94,4.190625
314.2,96,4.86283
328.6,99,5.605044
315.8,88,6.164525
299.4,95,6.937657
299.2,96,7.540107
299.6,94,8.121773
328.4,100,8.799914
329.4,95,9.446272
314.2,96,10.039566
