#{"t_start": 1765485339.7624934, "env_id": "None"}
r,l,t
298.4,100,4.208684
283.6,99,4.921066
313.6,99,5.637713
328.6,99,6.276576
299.2,96,7.060608
313.4,100,7.683021
298.4,100,8.290628
313.8,98,8.945107
299.8,93,9.586106
328.6,99,10.173046
