#{"t_start": 1765485339.7743475, "env_id": "None"}
r,l,t
269.4,95,4.152129
284.0,97,4.834753
315.4,90,5.510742
299.6,94,6.107677
298.6,99,6.913442
299.8,93,7.495575
298.8,98,8.116138
301.8,83,8.656852
314.2,96,9.312817
298.6,99,9.931798
